epiblast
PE
trophectoderm
trophectoderm
PE
PE
trophectoderm
epiblast
PE
trophectoderm
trophectoderm
epiblast
PE
epiblast
epiblast
epiblast
trophectoderm
PE
epiblast
trophectoderm
trophectoderm
trophectoderm
trophectoderm
trophectoderm
trophectoderm
trophectoderm
trophectoderm
epiblast
trophectoderm
trophectoderm
